藥品代碼,藥品名稱,數量,支付價,藥商
AC57966100,ETODOLAC ， 緩釋錠劑膠囊劑 ， 400-600 MG,60.0,11.2,正和製藥股份有限公司新營廠
AC57970421,ATROPINE ， 眼用液劑 ， 1.25  MG/ML ， 5.00 ML,57.0,12,溫士頓醫藥股份有限公司
AC57971209,DOCETAXEL ， 注射劑 ， 20.00 MG,24505.8,4322,永信藥品工業股份有限公司
AC57971219,DOCETAXEL ， 注射劑 ， 80.00 MG,1810.0,9756,永信藥品工業股份有限公司
AC57972161,LEVETIRACETAM ， 口服液劑 ， 100.00 MG/ML，150ML,4.0,964,晟德大藥廠股份有限公司
AC57972166,LEVETIRACETAM ， 口服液劑 ， 100.00 MG/ML，300ML,13751.6,1683,晟德大藥廠股份有限公司
AC57974100,PANTOPRAZOLE ， 一般錠劑膠囊劑 ， 40.00 MG,2678521.3,21.7,中國化學製藥股份有限公司新豐工廠
AC57976100,ETODOLAC ， 緩釋錠劑膠囊劑 ， 400-600 MG,168188.1,9.8,恆生國際有限公司
AC57977100,RANITIDINE ， 一般錠劑膠囊劑 ， 150.00 MG,12.0,1.97,中化裕民健康事業股份有限公司
AC579771G0,RANITIDINE ， 一般錠劑膠囊劑 ， 150.00 MG,48.0,2,中化裕民健康事業股份有限公司
AC57979100,METFORMIN ， 一般錠劑膠囊劑 ， 850.00 MG,9770.0,2.7,美時化學製藥股份有限公司
AC57980416,TRIAMCINOLONE ， 口內膏 ， 1.00  MG/GM ， 3.00 GM,253.0,18.5,意欣國際有限公司
AC57980421,TRIAMCINOLONE ， 口內膏 ， 1.00  MG/GM ， 5.00 GM,4.0,28.4,意欣國際有限公司
AC57980423,TRIAMCINOLONE ， 口內膏 ， 1.00  MG/GM ， 6.00 GM,1175.0,45.9,意欣國際有限公司
AC57980429,TRIAMCINOLONE ， 口內膏 ， 1.00  MG/GM ， 10.00 GM,48.0,64,意欣國際有限公司
AC57985221,EPIRUBICIN ， 注射劑 ， 10.00 MG,116.0,704,杏輝藥品工業股份有限公司
AC57985240,EPIRUBICIN ， 注射劑 ， 50.00 MG,20.0,3640,杏輝藥品工業股份有限公司
AC57986245,OMEPRAZOLE/ESOMEPRAZOLE， 注射劑 ， 40.00 MG,577810.3,69,生達化學製藥股份有限公司
AC57989100,GLIMEPIRIDE，一般錠劑膠囊劑，4.00 MG,836568.5,4.72,瑞士藥廠股份有限公司
AC57991100,BENZONATATE ， 一般錠劑膠囊劑 ， 200.00 MG,92.0,3.92,美時化學製藥股份有限公司
AC57994100,PREDNISOLONE ， 一般錠劑膠囊劑 ， 5.00 MG,751936.8,1.5,達德士藥品有限公司
AC57998151,ARIPIPRAZOLE ， 口服液劑， 1.00 MG/ML ， 60.00 ML,1.0,368,晟德大藥廠股份有限公司
AC57998161,ARIPIPRAZOLE ， 口服液劑， 1.00 MG/ML ， 150.00 ML,5205.2,830,晟德大藥廠股份有限公司
AC58004238,DEXTROSE ， 注射劑 ， 200.00  MG/ML ， 20.00 ML,3.0,15,永豐化學工業股份有限公司
AC58005265,DEXTROSE 50MG/ML ± MULTIVITAMINES， 注射劑， 200-250ML,65.0,22,永豐化學工業股份有限公司
AC58005277,DEXTROSE 50MG/ML ± MULTIVITAMINES， 注射劑， 251-500ML,7.0,25.2,永豐化學工業股份有限公司
AC58006229,CALCIUM GLUCONATE ， 注射劑 ， 1.00 GM,247225.2,15,永豐化學工業股份有限公司
AC58017100,CLONAZEPAM ， 一般錠劑膠囊劑 ， 500.00 MCG,835775.0,1.5,中生生技製藥股份有限公司淡水廠
AC580171G0,CLONAZEPAM ， 一般錠劑膠囊劑 ， 500.00 MCG,5613861.7,2,中生生技製藥股份有限公司淡水廠
AC58018219,NOREPINEPHRINE ， 注射劑 ， 4.00MG,149577.0,93,聯亞藥業股份有限公司
AC58021421,CARTEOLOL ， 眼用液劑 ， 20.00  MG/ML ， 5.00 ML,165.0,200,溫士頓醫藥股份有限公司
AC58022265,MOXIFLOXACIN ， 注射劑 ， 400.00 MG,63977.0,752,信東生技股份有限公司
AC58023321,CLOBETASOL PROPIONATE ， 外用軟膏劑 ， 0.50  MG/GM ， 5.00 GM,4.0,15.8,福元化學製藥股份有限公司
AC58023329,CLOBETASOL PROPIONATE ， 外用軟膏劑 ， 0.50  MG/GM ， 10.00 GM,98.0,17.7,福元化學製藥股份有限公司
AC58025100,TEMOZOLOMIDE ， 一般錠劑膠囊劑 ， 20.00 MG,29915.0,779,美時化學製藥股份有限公司
AC58027100,KETOROLAC ， 一般錠劑膠囊劑 ， 10.00 MG,641148.8,5.9,瑞士藥廠股份有限公司
AC58028100,OLANZAPINE ， 一般錠劑膠囊劑 ， 5.00 MG,23339.5,64,幸生實業股份有限公司
AC58030100,CARISOPRODOL ， 一般錠劑膠囊劑 ， 250.00 MG,736451.8,3.65,元宙化學製藥股份有限公司
AC580301G0,CARISOPRODOL ， 一般錠劑膠囊劑 ， 250.00 MG,3093.0,2,元宙化學製藥股份有限公司
AC58034100,PRAMIPEXOLE DIHYDROCHLORIDE MONOHYDRATE， 一般錠劑膠囊劑 ， 250.00 MCG,518884.0,9.9,五洲製藥股份有限公司
AC58037161,CALCIUM PHOSPHATE TRIBASIC 103MG + VITAMIN A 1.6KIU + VITAMIN D3 (=CHOLECALCIFEROL) 160IU， 內服液劑， 150.00ML,168.0,113,意欣國際有限公司
AC58037162,CALCIUM PHOSPHATE TRIBASIC 103MG/ML + VITAMIN A 1.6KIU/ML + VITAMIN D3 (=CHOLECALCIFEROL) 160IU/ML，口服液劑， 180.00ML,554894.0,178,意欣國際有限公司
AC58037166,CALCIUM PHOSPHATE TRIBASIC 103MG/ML + VITAMIN A 1.6KIU/ML + VITAMIN D3 (=CHOLECALCIFEROL) 160IU/ML， 口服液劑， 300.00ML,49.0,227,意欣國際有限公司
AC58038100,OLANZAPINE ， 一般錠劑膠囊劑 ， 5.00 MG,454734.1,64,健喬信元醫藥生技股份有限公司
AC58041100,ATORVASTATIN ， 一般錠劑膠囊劑 ， 40.00 MG,1056.0,33.5,中國化學製藥股份有限公司新豐工廠
AC58044100,LEVOFLOXACIN ， 一般錠劑膠囊劑 ， 100.00 MG,11694.0,9.4,瑞士藥廠股份有限公司
AC58048100,ACETAMINOPHEN 350MG + CARISOPRODOL 175MG + CAFFEINE 0-32MG ， 一般錠劑膠囊劑,1873698.6,5,健得方醫藥生技股份有限公司
AC58050412,DEXAMETHASONE ， 口內膏 ， 1.00  MG/GM ， 2.00 GM,16.0,41,人人化學製藥股份有限公司
AC58050421,DEXAMETHASONE ， 口內膏 ， 1.00  MG/GM ， 5.00 GM,535.0,55,人人化學製藥股份有限公司
AC58053265,MOXIFLOXACIN ， 注射劑 ， 400.00 MG,2757.0,752,南光化學製藥股份有限公司
AC58055100,ARIPIPRAZOLE ， 一般錠劑膠囊劑 ， 10-15MG,671914.2,47.3,鴻汶醫藥實業有限公司
AC58057421,ATROPINE ， 眼用液劑 ， 10.00  MG/ML ， 5.00 ML,123.0,29.9,溫士頓醫藥股份有限公司
AC58058421,ATROPINE ， 眼用液劑 ， 5.00  MG/ML ， 5.00 ML,1965.0,21,溫士頓醫藥股份有限公司
AC58058429,ATROPINE ， 眼用液劑 ， 5.00  MG/ML ， 10.00 ML,5670.0,33,溫士頓醫藥股份有限公司
AC58059421,ATROPINE ， 眼用液劑 ， 3.00  MG/ML ， 5.00 ML,125.0,12,溫士頓醫藥股份有限公司
AC58059429,ATROPINE ， 眼用液劑 ， 3.00  MG/ML ， 10.00 ML,945.0,20.3,溫士頓醫藥股份有限公司
AC58060100,VITAMIN B1 50MG + VITAMIN B2 5MG + VITAMIN B6 5MG + VITAMIN B12 5MCG， 一般錠劑膠囊劑，,1615816.6,1.5,富郁生物科技有限公司
AC580601G0,VITAMIN B1 50MG + VITAMIN B2 5MG + VITAMIN B6 5MG + VITAMIN B12 5MCG， 一般錠劑膠囊劑，,1031529.4,2,富郁生物科技有限公司
AC58061100,FLUPENTIXOL 500MCG + MELITRACEN 10MG， 一般錠劑膠囊劑，,135277.5,3.38,保瑞聯邦股份有限公司
AC58064100,VALSARTAN 80MG + HYDROCHLOROTHIAZIDE 0-12.5MG， 一般錠劑膠囊劑,886604.3,9.6,十全實業股份有限公司
AC58066209,DOCETAXEL ， 注射劑 ， 20.00 MG,958.0,4322,南光化學製藥股份有限公司
AC58067100,ROSUVASTATIN ， 一般錠劑膠囊劑 ， 10.00 MG,9221.0,21.3,東竹藥品股份有限公司
AC58070100,ISONIAZID 37.5MG + RIFAMPICIN 75MG + ETHAMBUTOL 137.5MG + PYRAZINAMIDE 200MG， 一般錠劑膠囊劑,90.0,9.1,信東生技股份有限公司
AC58071100,GLIMEPIRIDE 2MG + METFORMIN 500MG， 一般錠劑膠囊劑,256.0,5.3,信東生技股份有限公司
AC58072100,METFORMIN ， 一般錠劑膠囊劑 ， 500.00 MG,141329.5,1.5,壽元化學工業股份有限公司
AC580721G0,METFORMIN ， 一般錠劑膠囊劑 ， 500.00 MG,4227035.7,2,壽元化學工業股份有限公司
AC58077100,BISOPROLOL ， 一般錠劑膠囊劑 ， 2.5MG,618.0,2.27,信東生技股份有限公司
AC58078100,PITAVASTATIN ， 一般錠劑膠囊劑 ， 2.00 MG,98838.5,9.6,保瑞聯邦股份有限公司
AC58085100,VALSARTAN 160MG + HYDROCHLOROTHIAZIDE 0-25MG， 一般錠劑膠囊劑,1483625.3,9.7,信東生技股份有限公司
AC58088100,GLIMEPIRIDE ， 一般錠劑膠囊劑 ， 1.00 MG,572.0,2.13,瑞士藥廠股份有限公司
AC58090100,VALSARTAN 160MG + HYDROCHLOROTHIAZIDE 0-25MG， 一般錠劑膠囊劑,51142.5,9.7,瑩碩生技醫藥股份有限公司
AC58092100,MIGLITOL， 一般錠劑膠囊劑， 100.00MG,656572.5,8.2,賢德藥品有限公司
AC58093100,CLOPIDOGREL 75MG + ACETYLSALICYLIC ACID 0-100MG， 一般錠劑膠囊劑,1043438.5,40.8,永信藥品工業股份有限公司
AC58094238,OXALIPLATIN ， 注射劑 ， 100.00 MG,13945.0,6408,永信藥品工業股份有限公司
AC58104343,CALCIPOTRIOL 50MCG/GM + BETAMETHASONE 500MCG/GM， 外用軟膏劑， 30.00GM,9105.8,627,衛達化學製藥股份有限公司
AC58113100,FERRIC OXIDE SACCHARATED 150MG + VITAMIN B12 25MCG + FOLIC ACID 1MG， 一般錠劑膠囊劑，,2281429.6,5.6,元宙化學製藥股份有限公司
AC58116157,RIVASTIGMINE ， 口服液劑 ， 2.0 MG/ML ，120ML,1277.0,1679,瑩碩生技醫藥股份有限公司
AC58121100,GLIMEPIRIDE，一般錠劑膠囊劑，4.00 MG,26511.0,4.6,信東生技股份有限公司
AC58129417,TETRACYCLINE ， 眼耳鼻用軟膏 ， 10.00  MG/GM ， 3.50 GM,1036.1,7.3,人人化學製藥股份有限公司
AC58129421,TETRACYCLINE ， 眼耳鼻用軟膏 ， 10.00  MG/GM ， 5.00 GM,503248.9,17.5,人人化學製藥股份有限公司
AC58135100,CLONAZEPAM ， 一般錠劑膠囊劑 ， 2000 MCG,1548009.5,2.87,中生生技製藥股份有限公司淡水廠
AC581351G0,CLONAZEPAM ， 一般錠劑膠囊劑 ， 2000 MCG,3710558.0,2,中生生技製藥股份有限公司淡水廠
AC58138100,ATOMOXETINE ， 一般錠劑膠囊劑 ， 10-60MG,9987.5,72,應元化學製藥股份有限公司
AC58146209,CEPHALEXIN ， 注射劑 ， 1.00 GM,80930.1,89,信東生技股份有限公司
AC58156209,CEFOPERAZONE 500MG + SULBACTAM 500MG ， 注射劑,18743.0,310,台灣東洋藥品工業股份有限公司
AC58156212,CEFOPERAZONE 1 GM + SULBACTAM 1 GM ， 注射劑,2127383.4,477,台灣東洋藥品工業股份有限公司
AC58156219,CEFOPERAZONE 2 GM + SULBACTAM 2 GM ， 注射劑,219365.0,858,台灣東洋藥品工業股份有限公司
AC58162221,PIRACETAM ， 注射劑 ， 1.00 GM,664.0,15,大豐製藥股份有限公司
AC58168100,ACETAMINOPHEN 325MG + TRAMADOL 37.5MG， 一般錠劑膠囊劑，,5144163.5,7.4,榮慶藥品有限公司
AC58169100,IRBESARTAN 150MG + HYDROCHLOROTHIAZIDE 0-12.5MG， 一般錠劑膠囊劑,180.0,8.4,盈盈生技製藥股份有限公司三峽廠
AC58170100,VALSARTAN 160MG + HYDROCHLOROTHIAZIDE 0-25MG， 一般錠劑膠囊劑,21604.0,9.7,健喬信元醫藥生技股份有限公司
AC58171100,IBUPROFEN ， 一般錠劑膠囊劑 ， 400.00 MG,387800.8,1.5,生達化學製藥股份有限公司
AC581711G0,IBUPROFEN ， 一般錠劑膠囊劑 ， 400.00 MG,25652.5,2,生達化學製藥股份有限公司
AC58174100,FLUPENTIXOL ， 一般錠劑膠囊劑 ， 3.00 MG,46840.0,9.9,強生化學製藥廠股份有限公司
AC58190100,VALSARTAN 80MG + HYDROCHLOROTHIAZIDE 0-12.5MG， 一般錠劑膠囊劑,14053.0,9.6,健喬信元醫藥生技股份有限公司
AC58196245,OMEPRAZOLE/ESOMEPRAZOLE， 注射劑 ， 40.00 MG,49494.0,94,永信藥品工業股份有限公司
AC58197100,CLARITHROMYCIN ， 一般錠劑膠囊劑 ， 500.00 MG,208871.3,25.1,瑞士藥廠股份有限公司
AC58198100,FOLIC ACID ， 一般錠劑膠囊劑 ， 1.00 MG,5341.0,1.5,信隆藥品工業股份有限公司
AC581981G0,FOLIC ACID ， 一般錠劑膠囊劑 ， 1.00 MG,38207.0,2,信隆藥品工業股份有限公司
AC58202100,BENZONATATE ， 一般錠劑膠囊劑 ， 100.00 MG,34956892.8,2.06,美時化學製藥股份有限公司
AC582021G0,BENZONATATE ， 一般錠劑膠囊劑 ， 100.00 MG,933445.0,2,美時化學製藥股份有限公司
AC58203100,RABEPRAZOLE ， 一般錠劑膠囊劑 ， 20.00 MG,931005.3,9.7,信東生技股份有限公司
AC58204100,OLANZAPINE ， 一般錠劑膠囊劑 ， 5.00 MG,11924.0,64,台裕化學製藥廠股份有限公司
AC58208100,FELODIPINE ， 緩釋錠劑膠囊劑 ， 5.00 MG,18313.0,3.74,十全實業股份有限公司
AC58209329,LIDOCAINE 25MG/GM + BETAMETHASONE 0.5MG/GM + PHENYLEPHRINE 1MG/GM， 外用軟膏劑， 10.00GM,291308.8,60,杏輝藥品工業股份有限公司
AC58209335,LIDOCAINE 25MG/GM + BETAMETHASONE 0.5MG/GM + PHENYLEPHRINE 1MG/GM， 外用軟膏劑， 15.00GM,329787.9,71,杏輝藥品工業股份有限公司
AC58211100,ATORVASTATIN ， 一般錠劑膠囊劑 ， 20.00 MG,8756521.4,25.2,健喬信元醫藥生技股份有限公司
AC58213100,DEXAMETHASONE ， 一般錠劑膠囊劑 ， 500.00 MCG,219381.8,1.5,十全實業股份有限公司
AC58217100,CELECOXIB ， 一般錠劑膠囊劑 ， 200.00 MG,2252785.0,9.3,永信藥品工業股份有限公司
AC58220100,ACETAMINOPHEN 250MG + CHLORZOXAZONE 150MG + CAFFEINE 20MG + VITAMIN B1 7.7MG， 一般錠劑膠囊劑,10618.0,1.5,明大化學製藥股份有限公司
AC582201G0,ACETAMINOPHEN 250MG + CHLORZOXAZONE 150MG + CAFFEINE 20MG + VITAMIN B1 7.7MG， 一般錠劑膠囊劑,15826.0,2,明大化學製藥股份有限公司
AC58222100,SILODOSIN ， 一般錠劑膠囊劑 ， 8.00 MG,67879.0,12.4,健喬信元醫藥生技股份有限公司
AC58223382,LIDOCAINE ， 局部貼片 ， 700.00 MG,13825.0,49.2,得生製藥股份有限公司三廠
AC58228329,UREA ， 外用軟膏劑 ， 400.00  MG/GM ， 10.00 GM,28439.5,47.2,壽元化學工業股份有限公司
AC58228343,UREA ， 外用軟膏劑 ， 400.00  MG/GM ， 30.00 GM,10180.0,97,壽元化學工業股份有限公司
AC58234100,IBUPROFEN ， 一般錠劑膠囊劑 ， 600.00 MG,1245.5,1.78,松裕實業股份有限公司
AC582341G0,IBUPROFEN ， 一般錠劑膠囊劑 ， 600.00 MG,60.0,2,松裕實業股份有限公司
AC58235100,IRBESARTAN 300MG + HYDROCHLOROTHIAZIDE 0-25MG，一般錠劑膠囊劑,315660.0,9.1,健亞生物科技股份有限公司
AC58240100,IMIPRAMINE ， 一般錠劑膠囊劑 ， 10.00 MG,499.0,1.76,東竹藥品股份有限公司
AC582401G0,IMIPRAMINE ， 一般錠劑膠囊劑 ， 10.00 MG,4611816.7,2,東竹藥品股份有限公司
AC58244100,CARISOPRODOL ， 一般錠劑膠囊劑 ， 350.00 MG,66258.8,4.72,元宙化學製藥股份有限公司
AC58245119,MONTELUKAST ， 一般錠劑膠囊劑/顆粒劑 ， 4.00 MG,1508149.4,9.1,健喬信元醫藥生技股份有限公司
AC58248255,POTASSIUM CHLORIDE ，預混型注射劑， ≦1000mEq/L， ≦500mL,159949.0,28,信東生技股份有限公司
AC58252100,ZOLPIDEM ， 一般錠劑膠囊劑 ， 10.00 MG,1488332.5,2.81,新瑞生物科技股份有限公司
AC582521G0,ZOLPIDEM ， 一般錠劑膠囊劑 ， 10.00 MG,1790312.2,2,新瑞生物科技股份有限公司
AC58256100,PAROXETINE ， 一般錠劑膠囊劑 ， 20.00 MG,3640570.4,9.9,新瑞生物科技股份有限公司
AC58257100,METFORMIN ， 一般錠劑膠囊劑 ， 850.00 MG,2391.5,2.54,盈盈生技製藥股份有限公司三峽廠
AC58263100,MOSAPRIDE ， 一般錠劑膠囊劑 ， 5.00 MG,12244.0,2.81,盈盈生技製藥股份有限公司三峽廠
AC58264100,ACETAMINOPHEN 450MG + MEPHENOXALONE 200MG， 一般錠劑膠囊劑,728085.5,1.64,多安健康事業有限公司
AC582641G0,ACETAMINOPHEN 450MG + MEPHENOXALONE 200MG， 一般錠劑膠囊劑,20810.0,2,多安健康事業有限公司
AC58267321,ACYCLOVIR ， 外用軟膏劑 ， 50.00  MG/GM ， 5.00 GM,122.5,46.6,寶齡富錦生技股份有限公司
AC58268100,CANDESARTAN 8MG + HYDROCHLOROTHIAZIDE 0-12.5MG， 一般錠劑膠囊劑,240.0,8.7,健喬信元醫藥生技股份有限公司
AC58269100,DIPHENIDOL ， 一般錠劑膠囊劑 ， 25.00 MG,8549.5,1.5,豐田藥品股份有限公司
AC58270100,ROSUVASTATIN ， 一般錠劑膠囊劑 ， 10.00 MG,420.0,20.8,中化裕民健康事業股份有限公司
AC58271209,KETOROLAC ， 注射劑 ， 30.00 MG,12689.7,23.1,新瑞生物科技股份有限公司
AC58271212,KETOROLAC ， 注射劑 ， 60.00 MG,583.0,48.4,新瑞生物科技股份有限公司
AC58273100,VALSARTAN 80MG + HYDROCHLOROTHIAZIDE 0-12.5MG， 一般錠劑膠囊劑,1150250.0,9.6,正和製藥股份有限公司新營廠
AC58275100,rasagiline ， 一般錠劑膠囊劑 ，1 MG,601.0,90,生達化學製藥股份有限公司
AC58282100,ROSUVASTATIN ， 一般錠劑膠囊劑 ， 10.00 MG,4561225.4,21.3,生達化學製藥股份有限公司二廠
AC58288100,IMATINIB ， 一般錠劑膠囊劑 ， 100.00 MG,326301.0,598,台灣東洋藥品工業股份有限公司
AC58291100,ROSUVASTATIN ， 一般錠劑膠囊劑 ， 10.00 MG,2549844.3,21.3,永信藥品工業股份有限公司
AC58293100,PREGABALIN  ， 一般錠劑膠囊劑 ，150.00 MG,181.0,31.5,生達化學製藥股份有限公司二廠
AC58294100,CELECOXIB ， 一般錠劑膠囊劑 ， 100.00 MG,1956.0,4.65,永信藥品工業股份有限公司
AC58296277,IMIPENEM 500MG + CILASTATIN 500MG， 注射劑， 500.00MG,6184.0,382,政德製藥股份有限公司
AC58300157,OPIUM CAMPHOR TINCTURE 0.12ML/ML + ANTIMONY POTASSIUM TARTRATE 0.24MG/ML + ETHYL NITRITE SPIRIT 0-0.03ML/ML + GLYCYRRHIZIC ACID 0.12ML/ML， 口服液劑， 120.00ML,1416531.3,29.2,健康化學製藥股份有限公司
AC58300163,OPIUM CAMPHOR TINCTURE 0.12ML/ML + ANTIMONY POTASSIUM TARTRATE 0.24MG/ML + ETHYL NITRITE SPIRIT 0-0.03ML/ML + GLYCYRRHIZIC ACID 0.12ML/ML，口服液劑， 200.00ML,70182.9,29.2,健康化學製藥股份有限公司
AC58302100,ACETAMINOPHEN 325MG + TRAMADOL 37.5MG， 一般錠劑膠囊劑，,5690934.2,7.4,健喬信元醫藥生技股份有限公司
AC583031G0,CARISOPRODOL ， 一般錠劑膠囊劑 ， 250.00 MG,414639.5,2,五洲製藥股份有限公司
AC58307277,DEXTROSE ≦ 50MG/ML + SODIUM CHLORIDE 9MG/ML， 注射劑， 251-500 ML,121076.0,31.5,台灣大塚製藥股份有限公司
AC58310100,LERCANIDIPINE ， 一般錠劑膠囊劑 ， 10.00 MG,496129.5,8.5,健喬信元醫藥生技股份有限公司
AC58315100,ROSUVASTATIN ， 一般錠劑膠囊劑 ， 20.00 MG,633661.0,30.5,永信藥品工業股份有限公司
AC58316100,ROSUVASTATIN ， 一般錠劑膠囊劑 ， 5.00 MG,1798760.5,9.6,永信藥品工業股份有限公司
AC58318421,TRIAMCINOLONE 1MG/ML + GRAMICIDIN 0.25MG/ML + NEOMYCIN 2.5MG/ML + NYSTATIN 100KIU/ML， 耳鼻用液劑， 5.00ML,67670.6,55,壽元化學工業股份有限公司
AC58324277,SODIUM CHLORIDE 8.6MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + CALCIUM CHLORIDE 0.33MG/ML， 注射劑， 500.00ML,32034.0,31.5,台灣大塚製藥股份有限公司
AC58327421,ATROPINE ， 眼用液劑 ， 10.00  MG/ML ， 5.00 ML,24805.0,29.9,應元化學製藥股份有限公司
AC58327429,ATROPINE ， 眼用液劑 ， 10.00  MG/ML ， 10.00 ML,22688.9,33.9,應元化學製藥股份有限公司
AC58330221,POTASSIUM CHLORIDE 750MG + RIBOFLAVIN 0-1.5MG， 注射劑,181817.0,15,台裕化學製藥廠股份有限公司
AC58330229,POTASSIUM CHLORIDE 1500MG + RIBOFLAVIN 0-3MG ， 注射劑,5225.0,15,台裕化學製藥廠股份有限公司
AC58331421,ATROPINE ， 眼用液劑 ， 5.00  MG/ML ， 5.00 ML,30762.6,21,麥迪森醫藥股份有限公司
AC58331429,ATROPINE ， 眼用液劑 ， 5.00  MG/ML ， 10.00 ML,8430.1,33,麥迪森醫藥股份有限公司
AC58333100,VENLAFAXINE ， 緩釋錠劑膠囊劑 ， 75.00 MG,70480.0,8.5,新瑞生物科技股份有限公司
AC58334100,ENTECAVIR 一般錠劑膠囊劑，1MG,72358.0,165,永信藥品工業股份有限公司
AC58335100,ENTECAVIR 一般錠劑膠囊劑，0.5MG,498813.0,99,永信藥品工業股份有限公司
AC58336100,ESCITALOPRAM OXALATE ， 一般錠劑膠囊劑 ， 20.00 MG,374416.6,8.9,瑞士藥廠股份有限公司
AC58337100,FLURAZEPAM ， 一般錠劑膠囊劑 ， 30.00 MG,3127702.5,5.7,新瑞生物科技股份有限公司
AC58340100,MONTELUKAST ， 一般錠劑膠囊劑 ， 10.00 MG,6667541.8,20.8,健喬信元醫藥生技股份有限公司
AC58345216,IBANDRONIC ACID，注射劑，3.00MG,4.0,2501,台裕化學製藥廠股份有限公司
AC58346100,ESCITALOPRAM OXALATE ， 一般錠劑膠囊劑 ， 15.00 MG,240.0,9,瑞士藥廠股份有限公司
AC58350100,PIOGLITAZONE ， 一般錠劑膠囊劑 ， 30.00 MG,1163011.5,9.6,新瑞生物科技股份有限公司
AC58356100,DULOXETINE ， 一般錠劑膠囊劑 ， 60.00 MG,924.0,43.5,鴻汶醫藥實業有限公司
AC58360100,SOLIFENACIN SUCCINATE ， 一般錠劑膠囊劑 ， 5-10MG，,2465998.9,9.4,生達化學製藥股份有限公司
AC58361100,ACECLOFENAC ， 一般錠劑膠囊劑 ， 100.00 MG,12559.0,6,盈盈生技製藥股份有限公司三峽廠
AC58367343,CALCIPOTRIOL 50MCG/GM + BETAMETHASONE 500MCG/GM， 外用軟膏劑， 30.00GM,107.0,627,中生生技製藥股份有限公司淡水廠
AC58369100,ENTECAVIR 一般錠劑膠囊劑，0.5MG,98.0,92,勝群藥業股份有限公司
AC58370100,VALSARTAN 160MG + AMLODIPINE 10MG + HYDROCHLOROTHIAZIDE 0-25MG， 一般錠劑膠囊劑,695400.5,9.7,美商亞培股份有限公司台灣分公司
AC58373100,ACYCLOVIR ， 一般錠劑膠囊劑 ， 200.00 MG,1616.6,7,國嘉製藥工業股份有限公司幼獅三廠
AC58382219,IBUPROFEN ， 注射劑 ， 400.00 MG,2017.0,153,歐舒邁克有限公司
AC58384100,ROSUVASTATIN ， 一般錠劑膠囊劑 ， 10.00 MG,926442.5,21.3,健喬信元醫藥生技股份有限公司
AC58388100,MIGLITOL， 一般錠劑膠囊劑， 50.00MG,2315.0,4.1,永信藥品工業股份有限公司
AC58390100,SILYMARIN ， 一般錠劑膠囊劑 ， 140.00 MG,270.0,1.57,元宙化學製藥股份有限公司
